video_id,title,description,channel_id,channel_title,published_at,published_date,duration_iso,duration_seconds,duration_formatted,view_count,like_count,comment_count,category_id,default_language,default_audio_language,privacy_status,tags,tags_count,thumbnail_default,thumbnail_medium,thumbnail_high,video_url,embed_url,channel_description,channel_country,channel_thumbnail,channel_published_at,channel_custom_url,subscriber_count,total_video_count,channel_view_count
AJCRcBx3Xpk,The kids' show that has EVERYONE in their feels. #TEDTalks,"""Bluey,"" the Australian children's show, is a global phenomenon. But how did a cartoon for kids become a smash hit with adults, too? Sarina Petersen, who studies social psychology, explains how ""Bluey"" keeps viewers of all ages hooked with a unique blend of humor, authenticity and nostalgia.",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-04 16:00:16+00:00,2025-08-04 16:00:16,PT2M6S,126,02:06,36390,1059,19,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED,5,https://i.ytimg.com/vi/AJCRcBx3Xpk/default.jpg,https://i.ytimg.com/vi/AJCRcBx3Xpk/mqdefault.jpg,https://i.ytimg.com/vi/AJCRcBx3Xpk/hqdefault.jpg,https://www.youtube.com/watch?v=AJCRcBx3Xpk,https://www.youtube.com/embed/AJCRcBx3Xpk,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
-OAP0ho5AUg,How to Build the 3D World of Your Dreams with a Text Prompt | Kiran Bhat | TED,"What if AI could help you make the perfect video game — in seconds? In this cutting-edge demo, 3D AI innovator Kiran Bhat co-creates a never-before-seen Roblox world with the TED audience — transforming the crowd’s suggestions into a playable 3D village in real-time. Discover how AI can help you bridge the gap between creativity and code in this peek at the future of gaming. (Recorded at TED2025 on April 8, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leading thinkers and doers. Subscribe to our channel for videos on T",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-04 15:00:00+00:00,2025-08-04 15:00:00,PT6M42S,402,06:42,23767,583,63,28,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|technology|design|engineering|computers|entertainment|media|creativity,12,https://i.ytimg.com/vi/-OAP0ho5AUg/default.jpg,https://i.ytimg.com/vi/-OAP0ho5AUg/mqdefault.jpg,https://i.ytimg.com/vi/-OAP0ho5AUg/hqdefault.jpg,https://www.youtube.com/watch?v=-OAP0ho5AUg,https://www.youtube.com/embed/-OAP0ho5AUg,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
aZ5Kuowfc4g,The Jokes AI Won’t Tell | Jena Friedman | TED,"Could a robot ever be funny? In a sharp standup act, comedian Jena Friedman lambasts the mad dash to develop AI and offers a surprising take on why it will never replace comedians. (Contains mature content.) (Recorded at TED2025 on April 10, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leading thinkers and doers. Subscribe to our channel for videos on Technology, Entertainment and Design — plus science, business, global issues, the arts and more. Visit https://TED.com to get our entire library of TED Talks, transcripts",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-03 15:00:05+00:00,2025-08-03 15:00:05,PT8M29S,509,08:29,46223,1121,75,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|Technology|performance|ai|robots|comedy,10,https://i.ytimg.com/vi/aZ5Kuowfc4g/default.jpg,https://i.ytimg.com/vi/aZ5Kuowfc4g/mqdefault.jpg,https://i.ytimg.com/vi/aZ5Kuowfc4g/hqdefault.jpg,https://www.youtube.com/watch?v=aZ5Kuowfc4g,https://www.youtube.com/embed/aZ5Kuowfc4g,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
MWjm_zvdYdI,The Miraculous Device That Saved My Farm — and Changed My Life | Josephine Waweru | TED,"Exhausted from carrying water up a hill to keep her small farm in Kenya thriving, Josephine Waweru received an unexpected call that offered a nearly unbelievable solution. She shares how one simple device allowed her crops (and her dreams) to flourish — and offers a glimmer of hope in the face of growing climate uncertainty. (Recorded at TED Countdown Summit 2025 on June 16, 2025)

Countdown is TED's global initiative to accelerate solutions to the climate crisis. The goal: to build a better future by cutting greenhouse gas emissions in half by 2030, in the race to a zero-carbon world. Get involved at https://countdown.ted.com

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/com",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-01 15:00:41+00:00,2025-08-01 15:00:41,PT8M46S,526,08:46,67743,2275,134,28,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|climate change|sustainability|food|water|solar energy|farming|resources,12,https://i.ytimg.com/vi/MWjm_zvdYdI/default.jpg,https://i.ytimg.com/vi/MWjm_zvdYdI/mqdefault.jpg,https://i.ytimg.com/vi/MWjm_zvdYdI/hqdefault.jpg,https://www.youtube.com/watch?v=MWjm_zvdYdI,https://www.youtube.com/embed/MWjm_zvdYdI,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
nE1fRDYjwwU,A Musical Duet with AI Herself | Todd Almond and Donna Murphy | TED,"In a show-stopping duet, Broadway legends Todd Almond and Donna Murphy (portraying the imagined character of AI) dig into our tangled relationship with artificial intelligence — blending wit and warmth with a touch of existential dread. This Broadway act, written exclusively for TED, is cabaret meets searing social commentary meets comedic gold. (Recorded at TED2025 on April 11, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leading thinkers and doers. Subscribe to our channel for videos on Technology, Entertainment and ",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-07-31 15:01:24+00:00,2025-07-31 15:01:24,PT9M23S,563,09:23,17662,388,44,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|technology|music|performance|art|future|ai|humanity,12,https://i.ytimg.com/vi/nE1fRDYjwwU/default.jpg,https://i.ytimg.com/vi/nE1fRDYjwwU/mqdefault.jpg,https://i.ytimg.com/vi/nE1fRDYjwwU/hqdefault.jpg,https://www.youtube.com/watch?v=nE1fRDYjwwU,https://www.youtube.com/embed/nE1fRDYjwwU,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
v4ThfAHpMTE,How to Have a Better Sense of Humor (W/ Dan Harris and Guests) | How to Be a Better Human | TED,"Humor is all around us— you only need to be intentional about seeking moments of laughter and joy in your life. In this special compilation episode on humor, Chris shares six short snippets from his conversation with thoughtful guests such as TikTok forager Alexis Nikole Nelson, meditation and happiness journalist Dan Harris, peace activist Aziz Abu-Sarah and more on how they flex their laughing muscles. From foraging mugwort to drawing a stranger for 60-seconds, Chris and his guests encourage you to practice mindfulness and embrace the spectacle of life.

Follow
Host: Chris Duffy (Instagram: @chrisiduffy | chrisduffycomedy.com)
Guests:
Dan Harris (Instagram: @danharris | Website: danharris.com)
Alexis Nikole Nelson (Instagram: @blackforager | TikTok: @alexisnikole | YouTube: @blackforager)
Wendy MacNaughton (Instagram: @wendymac)
Laurel Braitman (Instagram: @laurel_braitman | Website: laurelbraitman.com/)
Lear deBessonet (Website: lct.org/shows/people/lear-debessonet/)
Dave Nadelberg ",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-07-30 15:01:47+00:00,2025-07-30 15:01:47,PT17M40S,1060,17:40,20499,455,20,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED,5,https://i.ytimg.com/vi/v4ThfAHpMTE/default.jpg,https://i.ytimg.com/vi/v4ThfAHpMTE/mqdefault.jpg,https://i.ytimg.com/vi/v4ThfAHpMTE/hqdefault.jpg,https://www.youtube.com/watch?v=v4ThfAHpMTE,https://www.youtube.com/embed/v4ThfAHpMTE,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
BeUTAFHlKQ0,Why You Should Be Able to Vote on Your Phone | Bradley Tusk | TED,"The US political system is broken — and the solution might be in the palm of your hands, says political strategist Bradley Tusk. Drawing on his deep experience with government and technology, he makes the case for allowing Americans to vote on their phones, explaining how it can be done safely and securely. Learn why mobile voting could be the best way to increase voter turnout, reduce political extremism and save our broken democracy. (Recorded at TED2025 on April 10, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leadi",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-07-29 15:00:29+00:00,2025-07-29 15:00:29,PT11M22S,682,11:22,21812,548,173,29,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|politics|technology|united states|democracy|policy,10,https://i.ytimg.com/vi/BeUTAFHlKQ0/default.jpg,https://i.ytimg.com/vi/BeUTAFHlKQ0/mqdefault.jpg,https://i.ytimg.com/vi/BeUTAFHlKQ0/hqdefault.jpg,https://www.youtube.com/watch?v=BeUTAFHlKQ0,https://www.youtube.com/embed/BeUTAFHlKQ0,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
443yrCLHf8s,Here’s your sign to enter your polyglot era. #TEDTalks,"English is fast becoming the world's universal language, and instant translation technology is improving every year. So why bother learning a foreign language? Linguist and Columbia professor John McWhorter shares four alluring benefits of learning an unfamiliar tongue.",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-07-28 16:00:08+00:00,2025-07-28 16:00:08,PT2M,120,02:00,33551,1130,11,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED,5,https://i.ytimg.com/vi/443yrCLHf8s/default.jpg,https://i.ytimg.com/vi/443yrCLHf8s/mqdefault.jpg,https://i.ytimg.com/vi/443yrCLHf8s/hqdefault.jpg,https://www.youtube.com/watch?v=443yrCLHf8s,https://www.youtube.com/embed/443yrCLHf8s,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
L_3KmTevD5o,Why Love Is Harder in a Second Language | Magdalena Hoeller | TED,"Saying “I love you” often feels more meaningful in your first language than in any other language you learn later in life, explains linguist and polyglot Magdalena Hoeller. Unpacking the hidden challenges of intercultural relationships — from language barriers and humor gaps to subtle power dynamics — she shares how couples can turn these struggles into opportunities to grow closer. (Recorded at TEDxCooks Hill on October 19, 2024)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leading thinkers and doers. Subscribe to our chann",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-07-28 15:00:36+00:00,2025-07-28 15:00:36,PT15M51S,951,15:51,292134,8556,308,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|love|relationships|culture|communication|society|emotions,11,https://i.ytimg.com/vi/L_3KmTevD5o/default.jpg,https://i.ytimg.com/vi/L_3KmTevD5o/mqdefault.jpg,https://i.ytimg.com/vi/L_3KmTevD5o/hqdefault.jpg,https://www.youtube.com/watch?v=L_3KmTevD5o,https://www.youtube.com/embed/L_3KmTevD5o,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
ZhruqkPeJ6o,How to Make Climate Stories Impossible to Ignore | Katherine Dunn | TED,"In environmental reporting, “it's not always about the big climate story,” says journalist Katherine Dunn. She challenges newsrooms to rethink how they cover climate change, connecting to the things readers love — whether that’s jobs, football or even a good mango — with three actionable tips for making overlooked stories irresistible. (Recorded at TED Countdown: Overcoming Dilemmas in the Green Transition on October 30, 2024)

Countdown is TED's global initiative to accelerate solutions to the climate crisis. The goal: to build a better future by cutting greenhouse gas emissions in half by 2030, in the race to a zero-carbon world. Get involved at https://countdown.ted.com

Follow TED Countdown!
https://twitter.com/TEDCountdown 
https://www.instagram.com/tedcountdown
https://www.facebook.com/TED 

If you love watching TED Talks like this one, become a TED Member to support our mission of spreading ideas: https://ted.com/membership

Follow TED! 
X: https://www.twitter.com/TEDTalks
Insta",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-07-25 15:01:07+00:00,2025-07-25 15:01:07,PT9M54S,594,09:54,35747,847,150,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|climate change|storytelling|journalism|countdown,9,https://i.ytimg.com/vi/ZhruqkPeJ6o/default.jpg,https://i.ytimg.com/vi/ZhruqkPeJ6o/mqdefault.jpg,https://i.ytimg.com/vi/ZhruqkPeJ6o/hqdefault.jpg,https://www.youtube.com/watch?v=ZhruqkPeJ6o,https://www.youtube.com/embed/ZhruqkPeJ6o,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
tpa7eWBoPdg,Moral Imagination Meets Bold Entrepreneurship | Sitoyo Lopokoiyit and Jacqueline Novogratz | TED,"In a conversation about visionary leadership, M-PESA CEO Sitoyo Lopokoiyit speaks with impact investor and Acumen CEO Jacqueline Novogratz about how he grew a nascent mobile payment service into Africa’s largest fintech platform — which now handles nearly 60 percent of Kenya's GDP and more than a billion dollars in daily transactions. They draw on insights from both of their careers to explore how trust, innovation and moral imagination can unlock opportunity in overlooked places. (Recorded at TED2025 on April 9, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performanc",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-07-24 15:01:44+00:00,2025-07-24 15:01:44,PT18M22S,1102,18:22,17605,351,16,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|technology|entrepreneur|africa|society,9,https://i.ytimg.com/vi/tpa7eWBoPdg/default.jpg,https://i.ytimg.com/vi/tpa7eWBoPdg/mqdefault.jpg,https://i.ytimg.com/vi/tpa7eWBoPdg/hqdefault.jpg,https://www.youtube.com/watch?v=tpa7eWBoPdg,https://www.youtube.com/embed/tpa7eWBoPdg,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
oTY_r-N49DA,Why We Need to Rethink Fashion (w/ Diarra Bousso) | How to Be a Better Human | TED,"We often think donating clothes is a sustainable act, but when tons of garments are shipped to places like West Africa, it creates environmental waste and disrupts local artisans’ livelihoods. Diarra Bousso, a mathematician and sustainable fashion designer, joins host Chris Duffy to unpack the hidden cost of global textiles waste and how she founded her lifestyle brand, Diarrablu. She shares how she designs with emotional sustainability in mind — creating clothes that adjust to our changing body while showcasing Sengalese’s bold colors and prints. They also discuss how mathematical concepts influence her work, how technology and AI might help designers reduce waste and why it’s important to make clothes that make you feel good.

Follow
Host: Chris Duffy (Instagram: @chrisiduffy | chrisduffycomedy.com)
Guest: Diarra Bousso (Instagram: @thediarrablu | LinkedIn: @diarrabousso | Website: diarrabousso.com/)

Links
diarrablu.com

Join us in person at a TED conference: https://tedtalks.social",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-07-23 18:34:28+00:00,2025-07-23 18:34:28,PT35M40S,2140,35:40,13890,277,20,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED,5,https://i.ytimg.com/vi/oTY_r-N49DA/default.jpg,https://i.ytimg.com/vi/oTY_r-N49DA/mqdefault.jpg,https://i.ytimg.com/vi/oTY_r-N49DA/hqdefault.jpg,https://www.youtube.com/watch?v=oTY_r-N49DA,https://www.youtube.com/embed/oTY_r-N49DA,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
Ki5AcnSWbSs,What If the Climate Movement Felt like a House Party? | Matthew Phillips | TED,"You’re invited into a bold new vision for the climate movement — a space of trust and honesty, where artists inspire action and everyone has a role to play. Social impact leader Matthew Phillips explores how shared purpose and imagination can revive the fragmented approach to climate action and unlock the power of collective momentum. (Recorded at TED Countdown: Overcoming Dilemmas in the Green Transition on October 30, 2024)

Countdown is TED's global initiative to accelerate solutions to the climate crisis. The goal: to build a better future by cutting greenhouse gas emissions in half by 2030, in the race to a zero-carbon world. Get involved at https://countdown.ted.com

Follow TED Countdown!
https://twitter.com/TEDCountdown 
https://www.instagram.com/tedcountdown
https://www.facebook.com/TED 

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/news",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-07-22 15:00:36+00:00,2025-07-22 15:00:36,PT8M43S,523,08:43,22018,462,80,28,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|culture|climate change|environment,8,https://i.ytimg.com/vi/Ki5AcnSWbSs/default.jpg,https://i.ytimg.com/vi/Ki5AcnSWbSs/mqdefault.jpg,https://i.ytimg.com/vi/Ki5AcnSWbSs/hqdefault.jpg,https://www.youtube.com/watch?v=Ki5AcnSWbSs,https://www.youtube.com/embed/Ki5AcnSWbSs,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
eZ1PdfBPyL0,The Inside Story of Notre-Dame’s Incredible Reconstruction | Philippe Villeneuve | TED,"In a moment that stunned the world in 2019, the famed Notre-Dame in Paris went up in flames, threatening the future of the centuries-old Gothic treasure. Philippe Villeneuve, the chief architect of the cathedral’s restoration, recounts the collective effort to bring the building back to life while honoring its history. Listen for a story of craftsmanship, devotion and innovation — and learn how more than 2,000 hands worked to return this landmark to the world. (Recorded at TED2025 on April 8, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original serie",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-07-21 15:01:10+00:00,2025-07-21 15:01:10,PT13M3S,783,13:03,20535,516,28,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|technology|design|architecture|innovation|art|history|spirituality,12,https://i.ytimg.com/vi/eZ1PdfBPyL0/default.jpg,https://i.ytimg.com/vi/eZ1PdfBPyL0/mqdefault.jpg,https://i.ytimg.com/vi/eZ1PdfBPyL0/hqdefault.jpg,https://www.youtube.com/watch?v=eZ1PdfBPyL0,https://www.youtube.com/embed/eZ1PdfBPyL0,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
